STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_de,Demographic indicator,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LI,Liechtenstein,2010,,36022,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LI,Liechtenstein,2011,,36312,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LI,Liechtenstein,2012,,36657,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LI,Liechtenstein,2013,,36984,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LI,Liechtenstein,2014,,37248,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LI,Liechtenstein,2015,,37494,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LI,Liechtenstein,2016,,37716,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LI,Liechtenstein,2017,,37962,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LI,Liechtenstein,2018,,38246,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LI,Liechtenstein,2019,,38563,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LI,Liechtenstein,2020,,38901,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LI,Liechtenstein,2021,,39182,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LI,Liechtenstein,2022,,39493,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LI,Liechtenstein,2023,,39846,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2000,,3499536,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2001,,3470818,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2002,,3443067,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2003,,3415213,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2004,,3377075,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2005,,3322528,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2006,,3269909,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2007,,3231294,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2008,,3198231,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2009,,3162916,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2010,,3097282,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2011,,3028115,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2012,,2989139,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2013,,2961250,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2014,,2937253,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2015,,2911109,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2016,,2877325,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2017,,2842639,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2018,,2819200,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2019,,2811089,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2020,,2810369,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2021,,2808380,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2022,,2831639,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LT,Lithuania,2023,,2871585,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2000,,436300,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2001,,441525,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2002,,446175,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2003,,451630,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2004,,458095,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2005,,465158,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2006,,472637,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2007,,479993,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2008,,488650,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2009,,497783,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2010,,506953,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2011,,518347,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2012,,530946,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2013,,543360,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2014,,556319,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2015,,569604,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2016,,582014,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2017,,596336,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2018,,607950,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2019,,620001,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2020,,630419,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2021,,640064,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2022,,653103,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LU,Luxembourg,2023,,666430,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2000,,2367550,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2001,,2337170,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2002,,2310173,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2003,,2287955,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2004,,2263122,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2005,,2238799,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2006,,2218357,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2007,,2200325,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2008,,2177322,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2009,,2141669,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2010,,2097555,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2011,,2059709,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2012,,2034319,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2013,,2012647,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2014,,1993782,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2015,,1977527,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2016,,1959537,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2017,,1942248,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2018,,1927174,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2019,,1913822,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2020,,1900449,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2021,,1884490,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2022,,1879383,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,LV,Latvia,2023,,1877445,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MC,Monaco,2004,,32957,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MC,Monaco,2015,,37950,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MC,Monaco,2016,,37875,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MC,Monaco,2018,,38300,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2000,,3639591,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2001,,3631462,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2002,,3623062,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2003,,3612874,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2004,,3603936,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2005,,3595186,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2006,,3585523,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2007,,3576907,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2008,,3570108,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2009,,3565604,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2010,,3562063,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2011,,3559986,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2012,,3559519,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2013,,3558566,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2014,,3556397,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2015,,3200743,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2016,,2835978,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2017,,2803186,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2018,,2755189,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2019,,2707203,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2020,,2664224,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2021,,2604353,,e,estimated,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2022,,2538894,,ep,"estimated, provisional",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MD,Moldova,2023,,2468023,,ep,"estimated, provisional",,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2000,,604570,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2001,,607224,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2002,,609485,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2003,,611362,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2004,,612817,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2005,,613265,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2006,,613867,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2007,,615084,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2008,,616350,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2009,,618079,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2010,,619426,,b,break in time series,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2011,,620079,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2012,,620601,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2013,,621207,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2014,,621810,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2015,,622159,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2016,,622303,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2017,,622373,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2018,,622271,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2019,,622028,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2020,,621306,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2021,,619211,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2022,,617189,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,ME,Montenegro,2023,,620188,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2000,,2026345,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2001,,2034882,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2002,,2031153,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2003,,2026773,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2004,,2032544,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2005,,2036855,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2006,,2040228,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2007,,2043559,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2008,,2046898,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2009,,2050671,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2010,,2055003,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2011,,2058539,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2012,,2061044,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2013,,2064032,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2014,,2067471,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2015,,2070225,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2016,,2072490,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2017,,2074502,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2018,,2076217,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2019,,2076694,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2020,,2072532,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2021,,1952961,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2022,,1833534,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MK,North Macedonia,2023,,1828101,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MT,Malta,2000,,390087,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MT,Malta,2001,,393028,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MT,Malta,2002,,395969,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MT,Malta,2003,,398582,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MT,Malta,2004,,401268,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MT,Malta,2005,,403834,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MT,Malta,2006,,405308,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MT,Malta,2007,,406724,,,,,
dataflow,ESTAT:DEMO_GIND(1.0),Population change - Demographic balance and crude rates at national level,A,Annual,AVG,Average population - total,MT,Malta,2008,,409379,,,,,
