STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,indic_env,Environment indicator,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),IT,Italy,2014,,496540,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),IT,Italy,2015,,498550,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),IT,Italy,2016,,507878,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),IT,Italy,2017,,517740,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),IT,Italy,2018,,518324,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),IT,Italy,2019,,544191,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),IT,Italy,2020,,537384,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),IT,Italy,2021,,578336,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),IT,Italy,2022,,515093,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),IT,Italy,2023,,507749,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LT,Lithuania,2005,,47554,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LT,Lithuania,2006,,45380,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LT,Lithuania,2007,,46212,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LT,Lithuania,2008,,52520,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LT,Lithuania,2009,,46770,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LT,Lithuania,2010,,46751,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LT,Lithuania,2011,,46449,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LT,Lithuania,2012,,48709,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LT,Lithuania,2013,,52464,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LT,Lithuania,2014,,54541,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LT,Lithuania,2015,,54714,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LT,Lithuania,2016,,55566,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LT,Lithuania,2017,,57747,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LT,Lithuania,2018,,57748,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LT,Lithuania,2019,,60238,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LT,Lithuania,2020,,58690,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LT,Lithuania,2021,,63976,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LT,Lithuania,2022,,58707,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LT,Lithuania,2023,,61452,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LU,Luxembourg,2005,,9054,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LU,Luxembourg,2006,,9404,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LU,Luxembourg,2007,,9680,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LU,Luxembourg,2008,,16409,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LU,Luxembourg,2009,,16550,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LU,Luxembourg,2010,,7342,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LU,Luxembourg,2011,,6385,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LU,Luxembourg,2012,,6377,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LU,Luxembourg,2013,,6376,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LU,Luxembourg,2014,,6614,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LU,Luxembourg,2015,,6457,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LU,Luxembourg,2016,,11798,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LU,Luxembourg,2017,,6721,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LU,Luxembourg,2018,,6922,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LU,Luxembourg,2019,,7015,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LU,Luxembourg,2020,,7980,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LU,Luxembourg,2021,,8265,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LU,Luxembourg,2022,,19435,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LU,Luxembourg,2023,,21482,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LV,Latvia,2005,,40581,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LV,Latvia,2006,,39496,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LV,Latvia,2007,,39020,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LV,Latvia,2008,,41334,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LV,Latvia,2009,,35806,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LV,Latvia,2010,,34084,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LV,Latvia,2011,,33701,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LV,Latvia,2012,,36513,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LV,Latvia,2013,,37969,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LV,Latvia,2014,,39182,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LV,Latvia,2015,,39110,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LV,Latvia,2016,,38887,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LV,Latvia,2017,,38789,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LV,Latvia,2018,,37238,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LV,Latvia,2019,,35545,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LV,Latvia,2020,,33944,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LV,Latvia,2021,,33425,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LV,Latvia,2022,,31373,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),LV,Latvia,2023,,32971,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),MT,Malta,2005,,5280,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),MT,Malta,2006,,5168,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),MT,Malta,2007,,5137,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),MT,Malta,2008,,6130,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),MT,Malta,2009,,6357,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),MT,Malta,2010,,6388,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),MT,Malta,2011,,6264,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),MT,Malta,2012,,6099,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),MT,Malta,2013,,6427,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),MT,Malta,2014,,6483,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),MT,Malta,2015,,9861,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),MT,Malta,2016,,6933,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),MT,Malta,2017,,7432,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),MT,Malta,2018,,7677,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),MT,Malta,2019,,8122,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),MT,Malta,2020,,8348,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),MT,Malta,2021,,9700,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),MT,Malta,2022,,7883,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),MT,Malta,2023,,8145,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),NL,Netherlands,2005,,102787,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),NL,Netherlands,2006,,98051,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),NL,Netherlands,2007,,98890,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),NL,Netherlands,2008,,101134,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),NL,Netherlands,2009,,100625,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),NL,Netherlands,2010,,102675,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),NL,Netherlands,2011,,103550,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),NL,Netherlands,2012,,105268,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),NL,Netherlands,2013,,100803,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),NL,Netherlands,2014,,99224,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),NL,Netherlands,2015,,101623,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),NL,Netherlands,2016,,104093,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),NL,Netherlands,2017,,100300,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),NL,Netherlands,2018,,112626,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),NL,Netherlands,2019,,115548,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),NL,Netherlands,2020,,112792,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),NL,Netherlands,2021,,119839,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),NL,Netherlands,2022,,108104,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),NL,Netherlands,2023,,110564,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PL,Poland,2005,,398699,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PL,Poland,2006,,354392,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PL,Poland,2007,,359551,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PL,Poland,2008,,378468,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PL,Poland,2009,,352990,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PL,Poland,2010,,358772,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PL,Poland,2011,,365019,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PL,Poland,2012,,370139,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PL,Poland,2013,,382130,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PL,Poland,2014,,379821,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PL,Poland,2015,,401164,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PL,Poland,2016,,404588,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PL,Poland,2017,,410061,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PL,Poland,2018,,412438,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PL,Poland,2019,,422230,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PL,Poland,2020,,417514,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PL,Poland,2021,,435868,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PL,Poland,2022,,401558,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PL,Poland,2023,,411141,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PT,Portugal,2005,,104474,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PT,Portugal,2006,,106651,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PT,Portugal,2007,,105973,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PT,Portugal,2008,,115301,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PT,Portugal,2009,,115017,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PT,Portugal,2010,,113150,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PT,Portugal,2011,,110591,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PT,Portugal,2012,,105264,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PT,Portugal,2013,,102459,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PT,Portugal,2014,,105013,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PT,Portugal,2015,,107829,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PT,Portugal,2016,,110502,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PT,Portugal,2017,,117500,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PT,Portugal,2018,,123193,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PT,Portugal,2019,,128372,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PT,Portugal,2020,,127530,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PT,Portugal,2021,,139375,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PT,Portugal,2022,,119809,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),PT,Portugal,2023,,117372,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),RO,Romania,2005,,194939,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),RO,Romania,2006,,195814,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),RO,Romania,2007,,196986,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),RO,Romania,2008,,214946,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),RO,Romania,2009,,197578,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),RO,Romania,2010,,187007,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),RO,Romania,2011,,195826,,,,,
dataflow,ESTAT:CEI_CIE011(1.0),Persons employed in circular economy sectors,A,Annual,EMP,Persons employed,FTE,Full-time equivalent (FTE),RO,Romania,2012,,200824,,,,,
