STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,cons_fp,Consumption footprint,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",DK,Denmark,2018,,108,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",DK,Denmark,2019,,114,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",DK,Denmark,2020,,113,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",DK,Denmark,2021,,118,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",DK,Denmark,2022,,123,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",DK,Denmark,2023,,116,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EE,Estonia,2010,,100,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EE,Estonia,2011,,95,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EE,Estonia,2012,,96,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EE,Estonia,2013,,97,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EE,Estonia,2014,,95,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EE,Estonia,2015,,93,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EE,Estonia,2016,,94,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EE,Estonia,2017,,94,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EE,Estonia,2018,,95,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EE,Estonia,2019,,99,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EE,Estonia,2020,,99,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EE,Estonia,2021,,98,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EE,Estonia,2022,,98,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EE,Estonia,2023,,96,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EL,Greece,2010,,100,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EL,Greece,2011,,98,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EL,Greece,2012,,91,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EL,Greece,2013,,93,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EL,Greece,2014,,92,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EL,Greece,2015,,91,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EL,Greece,2016,,94,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EL,Greece,2017,,95,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EL,Greece,2018,,102,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EL,Greece,2019,,101,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EL,Greece,2020,,92,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EL,Greece,2021,,97,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EL,Greece,2022,,100,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EL,Greece,2023,,100,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",ES,Spain,2010,,100,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",ES,Spain,2011,,99,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",ES,Spain,2012,,95,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",ES,Spain,2013,,93,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",ES,Spain,2014,,97,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",ES,Spain,2015,,97,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",ES,Spain,2016,,99,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",ES,Spain,2017,,99,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",ES,Spain,2018,,101,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",ES,Spain,2019,,100,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",ES,Spain,2020,,93,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",ES,Spain,2021,,103,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",ES,Spain,2022,,109,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",ES,Spain,2023,,108,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EU27_2020,European Union - 27 countries (from 2020),2010,,100,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EU27_2020,European Union - 27 countries (from 2020),2011,,100,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EU27_2020,European Union - 27 countries (from 2020),2012,,98,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EU27_2020,European Union - 27 countries (from 2020),2013,,98,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EU27_2020,European Union - 27 countries (from 2020),2014,,100,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EU27_2020,European Union - 27 countries (from 2020),2015,,101,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EU27_2020,European Union - 27 countries (from 2020),2016,,103,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EU27_2020,European Union - 27 countries (from 2020),2017,,106,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EU27_2020,European Union - 27 countries (from 2020),2018,,107,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EU27_2020,European Union - 27 countries (from 2020),2019,,106,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EU27_2020,European Union - 27 countries (from 2020),2020,,103,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EU27_2020,European Union - 27 countries (from 2020),2021,,106,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EU27_2020,European Union - 27 countries (from 2020),2022,,109,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",EU27_2020,European Union - 27 countries (from 2020),2023,,105,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FI,Finland,2010,,100,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FI,Finland,2011,,99,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FI,Finland,2012,,101,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FI,Finland,2013,,100,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FI,Finland,2014,,99,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FI,Finland,2015,,99,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FI,Finland,2016,,99,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FI,Finland,2017,,96,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FI,Finland,2018,,97,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FI,Finland,2019,,96,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FI,Finland,2020,,95,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FI,Finland,2021,,98,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FI,Finland,2022,,99,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FI,Finland,2023,,96,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FR,France,2010,,100,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FR,France,2011,,101,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FR,France,2012,,100,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FR,France,2013,,101,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FR,France,2014,,104,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FR,France,2015,,104,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FR,France,2016,,105,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FR,France,2017,,106,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FR,France,2018,,107,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FR,France,2019,,105,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FR,France,2020,,102,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FR,France,2021,,104,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FR,France,2022,,107,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",FR,France,2023,,108,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HR,Croatia,2010,,100,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HR,Croatia,2011,,101,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HR,Croatia,2012,,101,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HR,Croatia,2013,,101,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HR,Croatia,2014,,101,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HR,Croatia,2015,,103,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HR,Croatia,2016,,111,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HR,Croatia,2017,,115,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HR,Croatia,2018,,120,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HR,Croatia,2019,,117,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HR,Croatia,2020,,113,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HR,Croatia,2021,,117,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HR,Croatia,2022,,121,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HR,Croatia,2023,,119,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HU,Hungary,2010,,100,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HU,Hungary,2011,,101,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HU,Hungary,2012,,98,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HU,Hungary,2013,,96,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HU,Hungary,2014,,98,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HU,Hungary,2015,,98,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HU,Hungary,2016,,100,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HU,Hungary,2017,,102,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HU,Hungary,2018,,105,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HU,Hungary,2019,,103,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HU,Hungary,2020,,102,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HU,Hungary,2021,,104,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HU,Hungary,2022,,107,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",HU,Hungary,2023,,102,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IE,Ireland,2010,,100,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IE,Ireland,2011,,98,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IE,Ireland,2012,,100,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IE,Ireland,2013,,101,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IE,Ireland,2014,,104,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IE,Ireland,2015,,107,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IE,Ireland,2016,,106,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IE,Ireland,2017,,110,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IE,Ireland,2018,,110,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IE,Ireland,2019,,109,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IE,Ireland,2020,,110,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IE,Ireland,2021,,102,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IE,Ireland,2022,,107,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IE,Ireland,2023,,104,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IT,Italy,2010,,100,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IT,Italy,2011,,99,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IT,Italy,2012,,95,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IT,Italy,2013,,93,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IT,Italy,2014,,96,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IT,Italy,2015,,100,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IT,Italy,2016,,99,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IT,Italy,2017,,105,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IT,Italy,2018,,103,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IT,Italy,2019,,104,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IT,Italy,2020,,101,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IT,Italy,2021,,103,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IT,Italy,2022,,106,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",IT,Italy,2023,,104,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",LT,Lithuania,2010,,100,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",LT,Lithuania,2011,,98,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",LT,Lithuania,2012,,98,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",LT,Lithuania,2013,,96,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",LT,Lithuania,2014,,98,,,,,
dataflow,ESTAT:CEI_GSR010(1.0),Consumption footprint,A,Annual,ETR_FW,"Eutrophication, freshwater",I10,"Index, 2010=100",LT,Lithuania,2015,,96,,,,,
