STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,waste,Waste categories,wst_oper,Waste management operations,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2013,,159.05,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2014,,161.41,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2015,,155.26,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2016,,163.29,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2017,,168.29,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2018,,173.1,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2019,,163.15,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2020,,179.34,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2021,,185.26,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,DK,Denmark,2022,,187.73,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EE,Estonia,2004,,96.42,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EE,Estonia,2005,,101.26,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EE,Estonia,2006,,112.96,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EE,Estonia,2007,,121.02,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EE,Estonia,2008,,160.4,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EE,Estonia,2009,,121.08,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EE,Estonia,2010,,118.6,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EE,Estonia,2011,,145.41,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EE,Estonia,2012,,149.15,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EE,Estonia,2013,,169.9,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EE,Estonia,2014,,173.3,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EE,Estonia,2015,,172.14,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EE,Estonia,2016,,169.33,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EE,Estonia,2017,,175.46,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EE,Estonia,2018,,158.15,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EE,Estonia,2019,,157.64,,b,break in time series,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EE,Estonia,2020,,154.74,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EE,Estonia,2021,,149.96,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EE,Estonia,2022,,143.21,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EL,Greece,2000,,86.48,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EL,Greece,2001,,89.72,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EL,Greece,2002,,91.24,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EL,Greece,2003,,92.79,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EL,Greece,2004,,94.75,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EL,Greece,2005,,96.57,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EL,Greece,2006,,95.82,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EL,Greece,2007,,95.04,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EL,Greece,2008,,94.78,,e,estimated,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EL,Greece,2009,,90.75,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EL,Greece,2010,,83.39,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EL,Greece,2011,,78.38,,e,estimated,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EL,Greece,2012,,70.02,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EL,Greece,2013,,68.33,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EL,Greece,2014,,68.66,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EL,Greece,2015,,68.57,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EL,Greece,2016,,69.81,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EL,Greece,2017,,73.13,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EL,Greece,2018,,75.91,,e,estimated,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EL,Greece,2019,,81.1,,e,estimated,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EL,Greece,2021,,97.8,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EL,Greece,2022,,104.95,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,ES,Spain,2000,,163.38,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,ES,Spain,2001,,145.67,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,ES,Spain,2002,,153.85,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,ES,Spain,2003,,174.82,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,ES,Spain,2004,,173.42,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,ES,Spain,2005,,178.65,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,ES,Spain,2006,,180.34,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,ES,Spain,2007,,186.17,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,ES,Spain,2008,,174.22,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,ES,Spain,2009,,160.14,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,ES,Spain,2010,,158.65,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,ES,Spain,2011,,152.9,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,ES,Spain,2012,,143.73,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,ES,Spain,2013,,143.67,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,ES,Spain,2014,,147.71,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,ES,Spain,2015,,154.11,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,ES,Spain,2016,,155.64,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,ES,Spain,2017,,161.78,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,ES,Spain,2018,,161.27,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,ES,Spain,2019,,170.1,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,ES,Spain,2020,,168.23,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,ES,Spain,2021,,183.88,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,ES,Spain,2022,,182.8,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2005,,158.27,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2006,,160.91,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2007,,161.79,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2008,,161.44,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2009,,149.73,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2010,,153.82,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2011,,156.91,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2012,,154.56,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2013,,156.59,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2014,,161.43,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2015,,165.46,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2016,,169.28,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2017,,174.19,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2018,,173.51,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2019,,177.66,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2020,,178.19,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2021,,190.24,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,EU27_2020,European Union - 27 countries (from 2020),2022,,186.66,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2000,,85.49,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2001,,88.11,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2002,,86.78,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2003,,118.17,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2004,,124.23,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2005,,131.3,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2006,,128.55,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2007,,131.55,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2008,,131.89,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2009,,122.46,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2010,,132.05,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2011,,131.7,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2012,,132.2,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2013,,131.77,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2014,,134.01,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2015,,130.27,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2016,,129.19,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2017,,135,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2018,,127.93,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2019,,131.44,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2020,,157.66,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2021,,158.74,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FI,Finland,2022,,159.86,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2000,,205.7,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2001,,201.56,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2002,,199.13,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2003,,198.68,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2004,,198.02,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2005,,196.2,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2006,,199.69,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2007,,200.5,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2008,,199.88,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2009,,190.34,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2010,,193.09,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2011,,196.7,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2012,,187.3,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2013,,184.43,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2014,,188.1,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2015,,187.36,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2016,,190.08,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2017,,193.08,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2018,,195.49,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2019,,187.02,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2020,,187.52,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2021,,197.49,,,,,
dataflow,ESTAT:CEI_PC040(1.0),Generation of packaging waste per capita,A,Annual,W1501,Packaging,GEN,Waste generated,KG_HAB,Kilograms per capita,FR,France,2022,,188.54,,,,,
