STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,material,Materials,unit,Unit of measure,geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag) V2 structure,CONF_STATUS,Confidentiality status (flag)
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DE,Germany,2014,,38,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DE,Germany,2015,,40,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DE,Germany,2016,,40,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DE,Germany,2017,,39.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DE,Germany,2018,,40,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DE,Germany,2019,,41.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DE,Germany,2020,,39.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DE,Germany,2021,,40,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DE,Germany,2022,,38.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DE,Germany,2023,,37.5,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2000,,29.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2001,,30.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2002,,29.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2003,,33.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2004,,32,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2005,,30.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2006,,33.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2007,,33.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2008,,35.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2009,,35.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2010,,35.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2011,,36,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2012,,34.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2013,,38.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2014,,37.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2015,,35.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2016,,35.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2017,,36,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2018,,38.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2019,,37.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2020,,37,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2021,,37.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2022,,38.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,DK,Denmark,2023,,39.8,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2000,,18.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2001,,18.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2002,,18.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2003,,18.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2004,,24.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2005,,22.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2006,,26.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2007,,24.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2008,,21.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2009,,20.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2010,,21.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2011,,21.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2012,,20.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2013,,19.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2014,,20.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2015,,19.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2016,,22.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2017,,20.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2018,,23.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2019,,24.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2020,,26.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2021,,30.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2022,,25.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EE,Estonia,2023,,19.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2000,,23.8,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2001,,25.4,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2002,,22.9,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2003,,23.8,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2004,,23.4,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2005,,23.4,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2006,,24.8,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2007,,19.6,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2008,,20.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2009,,21.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2010,,23.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2011,,24.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2012,,25,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2013,,26.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2014,,26.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2015,,29.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2016,,32.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2017,,33.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2018,,35.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2019,,36.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2020,,39.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2021,,40.6,,b,break in time series,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2022,,40.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EL,Greece,2023,,39.4,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2000,,28.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2001,,27.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2002,,27.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2003,,26.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2004,,27.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2005,,28.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2006,,27.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2007,,27.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2008,,29.4,,b,break in time series,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2009,,29.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2010,,32.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2011,,35.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2012,,41.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2013,,41.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2014,,43.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2015,,43.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2016,,42.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2017,,45.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2018,,42.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2019,,41.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2020,,37.9,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2021,,39.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2022,,42.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,ES,Spain,2023,,42,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2000,,21.1,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2001,,20.7,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2002,,21.4,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2003,,22.3,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2004,,22.1,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2005,,22.1,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2006,,22.1,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2007,,21.7,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2008,,21.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2009,,20.9,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2010,,22.7,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2011,,22,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2012,,22.8,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2013,,23,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2014,,23,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2015,,23.9,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2016,,24.1,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2017,,24.1,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2018,,24.2,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2019,,23.7,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2020,,22.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2021,,22.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2022,,23.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,EU27_2020,European Union - 27 countries (from 2020),2023,,22,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2000,,27,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2001,,27.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2002,,27.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2003,,30,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2004,,29,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2005,,27.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2006,,28,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2007,,27.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2008,,27.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2009,,25.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2010,,22.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2011,,22.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2012,,20.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2013,,19.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2014,,21.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2015,,20.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2016,,20.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2017,,20.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2018,,19.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2019,,19.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2020,,18.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2021,,18,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2022,,17.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FI,Finland,2023,,16.1,,i,value imputed by Eurostat or other receiving agencies,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2000,,32.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2001,,32.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2002,,32.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2003,,34.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2004,,34.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2005,,35.1,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2006,,34.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2007,,33.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2008,,34.3,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2009,,31.7,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2010,,34.6,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2011,,37.3,,b,break in time series,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2012,,37.5,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2013,,37.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2014,,36.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2015,,38.8,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2016,,39.4,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2017,,38.2,,,,,
dataflow,ESTAT:CEI_GSR030(1.0),Material import dependency,A,Annual,TOTAL,Total,PC,Percentage,FR,France,2018,,38.6,,,,,
